Site,Year,Date,Plot,Location,Snow_cover,Water_cover,Land_cover,Total_cover,Observer,Notes
barr,2014,4-Jun-14,brw5,l4,100,0,0,100,kgrond,NA
barr,2014,4-Jun-14,brw5,l6,100,0,0,100,kgrond,NA
barr,2014,4-Jun-14,brw5,l12,100,0,0,100,kgrond,NA
barr,2014,6-Jun-14,brw5,b2,100,0,0,100,ssheedy,NA
barr,2014,6-Jun-14,brw5,d2,100,0,0,100,ssheedy,NA
barr,2014,6-Jun-14,brw5,f2,100,0,0,100,ssheedy,NA
barr,2014,6-Jun-14,brw5,f4,100,0,0,100,ssheedy,NA
barr,2014,6-Jun-14,brw5,h8,100,0,0,100,ssheedy,NA
barr,2014,8-Jun-14,brw5,b2,100,0,0,100,asterling,NA
barr,2014,8-Jun-14,brw5,d2,100,0,0,100,asterling,NA
barr,2014,8-Jun-14,brw5,f2,100,0,0,100,asterling,NA
barr,2014,10-Jun-14,brw5,b2,100,0,0,100,ssheedy,NA
barr,2014,10-Jun-14,brw5,d12,90,5,5,100,ssheedy,NA
barr,2014,10-Jun-14,brw5,h10,80,10,10,100,ssheedy,NA
barr,2014,12-Jun-14,brw5,b4,40,30,30,100,jmarin,NA
barr,2014,12-Jun-14,brw5,b10,60,20,20,100,jmarin,NA
barr,2014,12-Jun-14,brw5,d12,80,10,10,100,jmarin,NA
barr,2014,12-Jun-14,brw5,j6,60,20,20,100,jmarin,NA
barr,2014,12-Jun-14,brw5,j8,40,30,30,100,jmarin,NA
barr,2014,12-Jun-14,brw5,l6,40,30,30,100,jmarin,NA
barr,2014,15-Jun-14,brw5,f12,50,25,25,100,asterling,NA
barr,2014,15-Jun-14,brw5,h10,60,20,20,100,asterling,NA
barr,2014,24-Jun-14,brw5,h10,0,50,50,100,ssheedy,NA
barr,2014,1-Jul-14,brw5,l10,0,50,50,100,jmarin,NA
barr,2014,15-Jul-14,brw5,d2,0,50,50,100,jmarin,NA
barr,2014,22-Jul-14,brw5,l4,0,50,50,100,jmarin,NA
barr,2014,29-Jul-14,brw5,j12,0,50,50,100,ssheedy,NA
barr,2014,29-Jul-14,brw5,l8,0,50,50,100,ssheedy,NA
barr,2014,29-Jul-14,brw5,l10,0,50,50,100,ssheedy,NA
barr,2014,5-Aug-14,brw5,b6,0,50,50,100,ssheedy,NA
barr,2014,31-May-14,brw8,b2,100,0,0,100,rlanctot,NA
barr,2014,31-May-14,brw8,b4,100,0,0,100,rlanctot,NA
barr,2014,31-May-14,brw8,b6,100,0,0,100,rlanctot,NA
barr,2014,31-May-14,brw8,b8,100,0,0,100,rlanctot,NA
barr,2014,31-May-14,brw8,b10,100,0,0,100,rlanctot,NA
barr,2014,31-May-14,brw8,b12,100,0,0,100,rlanctot,NA
barr,2014,31-May-14,brw8,d2,100,0,0,100,rlanctot,NA
barr,2014,31-May-14,brw8,d4,100,0,0,100,rlanctot,NA
barr,2014,31-May-14,brw8,d6,100,0,0,100,rlanctot,NA
barr,2014,31-May-14,brw8,d8,100,0,0,100,rlanctot,NA
barr,2014,31-May-14,brw8,d10,100,0,0,100,rlanctot,NA
barr,2014,31-May-14,brw8,d12,100,0,0,100,rlanctot,NA
barr,2014,31-May-14,brw8,f2,100,0,0,100,rlanctot,NA
barr,2014,31-May-14,brw8,f4,100,0,0,100,rlanctot,NA
barr,2014,31-May-14,brw8,f6,100,0,0,100,rlanctot,NA
barr,2014,31-May-14,brw8,f8,100,0,0,100,rlanctot,NA
barr,2014,31-May-14,brw8,f10,100,0,0,100,rlanctot,NA
barr,2014,31-May-14,brw8,f12,100,0,0,100,rlanctot,NA
barr,2014,31-May-14,brw8,h2,100,0,0,100,rlanctot,NA
barr,2014,31-May-14,brw8,h4,100,0,0,100,rlanctot,NA
barr,2014,31-May-14,brw8,h6,100,0,0,100,rlanctot,NA
barr,2014,31-May-14,brw8,h8,100,0,0,100,rlanctot,NA
barr,2014,31-May-14,brw8,h10,100,0,0,100,rlanctot,NA
barr,2014,31-May-14,brw8,h12,100,0,0,100,rlanctot,NA
barr,2014,31-May-14,brw8,j2,100,0,0,100,rlanctot,NA
barr,2014,31-May-14,brw8,j4,100,0,0,100,rlanctot,NA
barr,2014,31-May-14,brw8,j6,100,0,0,100,rlanctot,NA
barr,2014,31-May-14,brw8,j8,100,0,0,100,rlanctot,NA
barr,2014,31-May-14,brw8,j10,100,0,0,100,rlanctot,NA
barr,2014,31-May-14,brw8,j12,100,0,0,100,rlanctot,NA
barr,2014,31-May-14,brw8,l2,100,0,0,100,rlanctot,NA
barr,2014,31-May-14,brw8,l4,100,0,0,100,rlanctot,NA
barr,2014,31-May-14,brw8,l6,100,0,0,100,rlanctot,NA
barr,2014,31-May-14,brw8,l8,100,0,0,100,rlanctot,NA
barr,2014,31-May-14,brw8,l10,100,0,0,100,rlanctot,NA
barr,2014,31-May-14,brw8,l12,100,0,0,100,rlanctot,NA
barr,2014,2-Jun-14,brw8,b2,100,0,0,100,wenglish,NA
barr,2014,2-Jun-14,brw8,b4,100,0,0,100,wenglish,NA
barr,2014,2-Jun-14,brw8,b6,100,0,0,100,wenglish,NA
barr,2014,2-Jun-14,brw8,b8,100,0,0,100,wenglish,NA
barr,2014,2-Jun-14,brw8,b10,100,0,0,100,wenglish,NA
barr,2014,2-Jun-14,brw8,b12,100,0,0,100,wenglish,NA
barr,2014,2-Jun-14,brw8,d2,100,0,0,100,wenglish,NA
barr,2014,2-Jun-14,brw8,d4,100,0,0,100,wenglish,NA
barr,2014,2-Jun-14,brw8,d6,100,0,0,100,wenglish,NA
barr,2014,2-Jun-14,brw8,d8,100,0,0,100,wenglish,NA
barr,2014,2-Jun-14,brw8,d10,100,0,0,100,wenglish,NA
barr,2014,2-Jun-14,brw8,d12,100,0,0,100,wenglish,NA
barr,2014,2-Jun-14,brw8,f2,100,0,0,100,wenglish,NA
barr,2014,2-Jun-14,brw8,f4,100,0,0,100,wenglish,NA
barr,2014,2-Jun-14,brw8,f6,100,0,0,100,wenglish,NA
barr,2014,2-Jun-14,brw8,f8,100,0,0,100,wenglish,NA
barr,2014,2-Jun-14,brw8,f10,100,0,0,100,wenglish,NA
barr,2014,2-Jun-14,brw8,f12,100,0,0,100,wenglish,NA
barr,2014,2-Jun-14,brw8,h2,100,0,0,100,wenglish,NA
barr,2014,2-Jun-14,brw8,h4,100,0,0,100,wenglish,NA
barr,2014,2-Jun-14,brw8,h6,100,0,0,100,wenglish,NA
barr,2014,2-Jun-14,brw8,h8,100,0,0,100,wenglish,NA
barr,2014,2-Jun-14,brw8,h10,100,0,0,100,wenglish,NA
barr,2014,2-Jun-14,brw8,h12,100,0,0,100,wenglish,NA
barr,2014,2-Jun-14,brw8,j2,100,0,0,100,wenglish,NA
barr,2014,2-Jun-14,brw8,j4,100,0,0,100,wenglish,NA
barr,2014,2-Jun-14,brw8,j6,100,0,0,100,wenglish,NA
barr,2014,2-Jun-14,brw8,j8,100,0,0,100,wenglish,NA
barr,2014,2-Jun-14,brw8,j10,100,0,0,100,wenglish,NA
barr,2014,2-Jun-14,brw8,j12,100,0,0,100,wenglish,NA
barr,2014,2-Jun-14,brw8,l2,100,0,0,100,wenglish,NA
barr,2014,2-Jun-14,brw8,l4,100,0,0,100,wenglish,NA
barr,2014,2-Jun-14,brw8,l6,100,0,0,100,wenglish,NA
barr,2014,2-Jun-14,brw8,l8,100,0,0,100,wenglish,NA
barr,2014,2-Jun-14,brw8,l10,100,0,0,100,wenglish,NA
barr,2014,2-Jun-14,brw8,l12,100,0,0,100,wenglish,NA
barr,2014,4-Jun-14,brw8,h2,90,5,5,100,"tdoyle,mallen",NA
barr,2014,4-Jun-14,brw8,h6,90,5,5,100,"tdoyle,mallen",NA
barr,2014,6-Jun-14,brw8,b2,90,5,5,100,tdoyle,NA
barr,2014,6-Jun-14,brw8,f4,90,5,5,100,tdoyle,NA
barr,2014,6-Jun-14,brw8,h4,90,5,5,100,tdoyle,NA
barr,2014,10-Jun-14,brw8,h6,80,10,10,100,jmarin,NA
barr,2014,10-Jun-14,brw8,h10,40,30,30,100,jmarin,NA
barr,2014,10-Jun-14,brw8,h12,40,30,30,100,jmarin,NA
barr,2014,10-Jun-14,brw8,j2,60,20,20,100,jmarin,NA
barr,2014,10-Jun-14,brw8,j8,40,30,30,100,jmarin,NA
barr,2014,10-Jun-14,brw8,l4,60,20,20,100,jmarin,NA
barr,2014,12-Jun-14,brw8,d4,60,20,20,100,asterling,NA
barr,2014,12-Jun-14,brw8,f4,60,20,20,100,asterling,NA
barr,2014,12-Jun-14,brw8,j12,20,40,40,100,asterling,NA
barr,2014,17-Jun-14,brw8,f4,20,40,40,100,jmarin,NA
barr,2014,17-Jun-14,brw8,h2,20,40,40,100,jmarin,NA
barr,2014,24-Jun-14,brw8,j8,0,50,50,100,jmarin,NA
barr,2014,24-Jun-14,brw8,l6,0,50,50,100,jmarin,NA
barr,2014,1-Jul-14,brw8,b8,0,50,50,100,asterling,NA
barr,2014,1-Jul-14,brw8,l4,0,50,50,100,asterling,NA
barr,2014,15-Jul-14,brw8,j8,0,50,50,100,wenglish,NA
barr,2014,29-Jul-14,brw8,f2,0,50,50,100,mballvanzee,NA
barr,2014,29-Jul-14,brw8,h2,0,50,50,100,mballvanzee,NA
barr,2014,29-Jul-14,brw8,j2,0,50,50,100,mballvanzee,NA
barr,2014,29-Jul-14,brw8,l12,0,50,50,100,mballvanzee,NA
barr,2014,5-Aug-14,brw8,b12,0,50,50,100,wenglish,NA
barr,2014,5-Aug-14,brw8,d2,0,50,50,100,wenglish,NA
barr,2014,5-Aug-14,brw8,f2,0,50,50,100,wenglish,NA
cari,2014,5-Jun-14,3a,4,100,0,0,100,idavies,NA
cari,2014,5-Jun-14,3b,8,80,10,10,100,idavies,NA
cari,2014,5-Jun-14,3b,32,40,30,30,100,idavies,NA
cari,2014,5-Jun-14,3b,33,100,0,0,100,idavies,NA
cari,2014,5-Jun-14,3b,38,100,0,0,100,idavies,NA
cari,2014,5-Jun-14,5a,27,100,0,0,100,"bhiggins, emagnuson",NA
cari,2014,5-Jun-14,5a,29,100,0,0,100,"bhiggins, emagnuson",NA
cari,2014,5-Jun-14,5a,30,100,0,0,100,"bhiggins, emagnuson",NA
cari,2014,5-Jun-14,5a,32,100,0,0,100,"bhiggins, emagnuson",NA
cari,2014,5-Jun-14,5a,40,90,5,5,100,"bhiggins, emagnuson",NA
cari,2014,5-Jun-14,5b,9,100,0,0,100,"bhiggins, emagnuson",NA
cari,2014,5-Jun-14,5b,10,100,0,0,100,"bhiggins, emagnuson",NA
cari,2014,5-Jun-14,5b,16,100,0,0,100,"bhiggins, emagnuson",NA
cari,2014,5-Jun-14,5b,35,100,0,0,100,"bhiggins, emagnuson",NA
cari,2014,5-Jun-14,5b,37,100,0,0,100,"bhiggins, emagnuson",NA
cari,2014,5-Jun-14,5b,38,100,0,0,100,"bhiggins, emagnuson",NA
cari,2014,5-Jun-14,5b,39,100,0,0,100,"bhiggins, emagnuson",NA
cari,2014,5-Jun-14,5b,40,100,0,0,100,"bhiggins, emagnuson",NA
cari,2014,5-Jun-14,7b,37,100,0,0,100,"sfreeman, cmontgomerie",NA
cari,2014,5-Jun-14,7b,40,100,0,0,100,"sfreeman, cmontgomerie",NA
cari,2014,8-Jun-14,3a,4,100,0,0,100,"bhiggins, emagnuson",NA
cari,2014,8-Jun-14,3b,15,60,20,20,100,"bhiggins, emagnuson",NA
cari,2014,8-Jun-14,3b,17,90,5,5,100,"bhiggins, emagnuson",NA
cari,2014,8-Jun-14,3b,35,70,15,15,100,"bhiggins, emagnuson",NA
cari,2014,8-Jun-14,3b,39,90,5,5,100,"bhiggins, emagnuson",NA
cari,2014,8-Jun-14,5a,14,60,20,20,100,"cmontgomerie,idavies",NA
cari,2014,8-Jun-14,5a,18,0,50,50,100,"cmontgomerie,idavies",NA
cari,2014,8-Jun-14,5a,33,90,5,5,100,"cmontgomerie,idavies",NA
cari,2014,8-Jun-14,5b,8,40,30,30,100,"cmontgomerie,idavies",NA
cari,2014,8-Jun-14,5b,26,20,40,40,100,"cmontgomerie,idavies",NA
cari,2014,8-Jun-14,5b,36,80,10,10,100,"cmontgomerie,idavies",NA
cari,2014,8-Jun-14,5b,37,100,0,0,100,"cmontgomerie,idavies",NA
cari,2014,8-Jun-14,5b,38,100,0,0,100,"cmontgomerie,idavies",NA
cari,2014,8-Jun-14,5b,39,100,0,0,100,"cmontgomerie,idavies",NA
cari,2014,8-Jun-14,5b,40,100,0,0,100,"cmontgomerie,idavies",NA
cari,2014,8-Jun-14,7a,5,60,20,20,100,sfreeman,NA
cari,2014,8-Jun-14,7a,6,80,10,10,100,sfreeman,NA
cari,2014,8-Jun-14,7a,35,70,15,15,100,sfreeman,NA
cari,2014,8-Jun-14,7b,29,90,5,5,100,sfreeman,NA
cari,2014,8-Jun-14,7b,39,100,0,0,100,sfreeman,NA
cari,2014,8-Jun-14,7b,40,100,0,0,100,sfreeman,NA
cari,2014,13-Jun-14,3a,4,50,25,25,100,"bhiggins, emagnuson",NA
cari,2014,13-Jun-14,3b,38,10,45,45,100,"bhiggins, emagnuson",NA
cari,2014,13-Jun-14,5a,17,0,50,50,100,cmontgomerie,NA
cari,2014,13-Jun-14,5b,11,0,50,50,100,cmontgomerie,NA
cari,2014,13-Jun-14,5b,25,0,50,50,100,cmontgomerie,NA
cari,2014,13-Jun-14,5b,38,90,5,5,100,cmontgomerie,NA
cari,2014,13-Jun-14,5b,40,100,0,0,100,cmontgomerie,NA
cari,2014,13-Jun-14,7a,40,30,35,35,100,idavies,NA
cari,2014,13-Jun-14,7b,39,100,0,0,100,idavies,NA
cari,2014,13-Jun-14,7b,40,100,0,0,100,idavies,NA
cari,2014,20-Jun-14,3b,13,0,50,50,100,cmontgomerie,NA
cari,2014,20-Jun-14,5b,29,0,50,50,100,sfreeman,NA
cari,2014,20-Jun-14,7a,29,0,50,50,100,bhiggins,NA
cari,2014,20-Jun-14,7a,34,0,50,50,100,bhiggins,NA
cari,2014,20-Jun-14,7a,40,0,50,50,100,bhiggins,NA
cari,2014,20-Jun-14,7b,11,0,50,50,100,sfreeman,NA
cari,2014,20-Jun-14,7b,30,0,50,50,100,sfreeman,NA
cari,2014,20-Jun-14,7b,31,0,50,50,100,sfreeman,NA
cari,2014,27-Jun-14,3b,17,0,50,50,100,sfreeman,NA
cari,2014,27-Jun-14,3b,34,0,50,50,100,sfreeman,NA
cari,2014,27-Jun-14,5a,7,0,50,50,100,bhiggins,NA
cari,2014,27-Jun-14,7a,17,0,50,50,100,"idavies, mcorrell",NA
cari,2014,4-Jul-14,5a,22,0,50,50,100,"sfreeman, idavies",NA
cari,2014,4-Jul-14,5b,33,0,50,50,100,sfreeman,NA
cari,2014,4-Jul-14,7a,40,0,50,50,100,"sfreeman, idavies",NA
cari,2014,6-Jul-14,3b,31,0,50,50,100,"mcorrell, emagnuson",NA
cari,2014,6-Jul-14,3b,38,0,50,50,100,"mcorrell, emagnuson",NA
cari,2014,13-Jul-14,3b,17,0,50,50,100,emagnuson,NA
cari,2014,13-Jul-14,3b,29,0,50,50,100,emagnuson,NA
cari,2014,13-Jul-14,5a,19,0,50,50,100,idavies,NA
cari,2014,13-Jul-14,7a,8,0,50,50,100,idavies,NA
cari,2014,13-Jul-14,7b,39,0,50,50,100,sfreeman,NA
chur,2014,6-Jun-14,NA,1.1,95,2.5,2.5,100,jperz,NA
chur,2014,6-Jun-14,NA,1.2,100,0,0,100,jperz,NA
chur,2014,6-Jun-14,NA,1.5,90,5,5,100,jperz,water from lake
colv,2014,26-May-14,north,sn4,100,0,0,100,lburlingame,snowdepthcm-7
colv,2014,26-May-14,south,ss7,50,25,25,100,agottesman,snowdepthcm-17
colv,2014,28-May-14,north,sn6,50,25,25,100,tdonnelly,snowdepthcm-0
colv,2014,28-May-14,north,sn8,90,5,5,100,tdonnelly,snowdepthcm-11.5
colv,2014,28-May-14,south,ss2,90,5,5,100,lburlingame,snowdepthcm-4.5
colv,2014,30-May-14,north,sn4,100,0,0,100,wkennerley,snowdepthcm-8
colv,2014,30-May-14,north,sn8,90,5,5,100,wkennerley,snowdepthcm-12
colv,2014,30-May-14,south,ss5,40,30,30,100,agottesman,snowdepthcm-0
colv,2014,30-May-14,south,ss7,60,20,20,100,agottesman,snowdepthcm-7.2
colv,2014,7-Jun-14,north,sn10,0,50,50,100,tdonnelly,snowdepthcm-0
colv,2014,9-Jun-14,north,sn6,0,50,50,100,tdonnelly,snowdepthcm-0
colv,2014,11-Jun-14,north,sn2,0,50,50,100,tdonnelly,snowdepthcm-0
colv,2014,9-Jul-14,north,sn2,0,50,50,100,wkennerley,snowdepthcm-0
colv,2014,16-Jul-14,north,sn2,0,50,50,100,wkennerley,snowdepthcm-0
ikpi,2014,5-Jun-14,2,10,10,45,45,100,mdodds,NA
ikpi,2014,5-Jun-14,2,17,10,45,45,100,mdodds,NA
ikpi,2014,12-Jun-14,2,1,0,50,50,100,mdodds,NA
ikpi,2014,3-Jul-14,1,1,0,50,50,100,pchilton,NA
ikpi,2014,10-Jul-14,1,10,0,50,50,100,rhammond,NA
made,2014,7-Jun-14,fisha,A1,0,50,50,100,pwoodard,NA
made,2014,7-Jun-14,fisha,E3,0,50,50,100,pwoodard,NA
made,2014,15-Jun-14,taglu,B8,0,50,50,100,tkydd,NA
made,2014,21-Jun-14,fishb,F8,0,50,50,100,tkydd,NA
made,2014,7-Jul-14,taglu,I10,0,50,50,100,fsmith,NA
nome,2014,25-May-14,all,sn05,0,50,50,100,ekwon,NA
nome,2014,27-May-14,all,sn07,0,50,50,100,ekwon,NA
nome,2014,3-Jun-14,all,sn05,0,50,50,100,ekwon,NA
nome,2014,25-Jun-14,all,sn08,0,50,50,100,ekwon,NA
nome,2014,25-Jun-14,all,sn12,0,50,50,100,ekwon,NA
barr,2010,30-May-10,brw1,b2,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw1,b4,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw1,b6,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw1,b8,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw1,b10,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw1,b12,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw1,d2,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw1,d4,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw1,d6,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw1,d8,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw1,d10,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw1,d12,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw1,f2,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw1,f4,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw1,f6,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw1,f8,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw1,f10,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw1,f12,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw1,h2,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw1,h4,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw1,h6,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw1,h8,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw1,h10,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw1,h12,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw1,j2,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw1,j4,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw1,j6,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw1,j8,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw1,j10,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw1,j12,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw1,l2,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw1,l4,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw1,l6,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw1,l8,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw1,l10,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw1,l12,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw2,b2,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw2,b4,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw2,b6,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw2,b8,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw2,b10,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw2,b12,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw2,d2,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw2,d4,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw2,d6,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw2,d8,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw2,d10,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw2,d12,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw2,f2,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw2,f4,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw2,f6,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw2,f8,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw2,f10,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw2,f12,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw2,h2,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw2,h4,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw2,h6,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw2,h8,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw2,h10,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw2,h12,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw2,j2,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw2,j4,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw2,j6,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw2,j8,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw2,j10,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw2,j12,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw2,l2,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw2,l4,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw2,l6,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw2,l8,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw2,l10,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw2,l12,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw3,b2,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw3,b4,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw3,b6,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw3,b8,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw3,b10,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw3,b12,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw3,d2,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw3,d4,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw3,d6,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw3,d8,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw3,d10,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw3,d12,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw3,f2,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw3,f4,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw3,f6,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw3,f8,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw3,f10,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw3,f12,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw3,h2,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw3,h4,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw3,h6,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw3,h8,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw3,h10,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw3,h12,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw3,j2,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw3,j4,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw3,j6,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw3,j8,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw3,j10,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw3,j12,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw3,l2,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw3,l4,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw3,l6,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw3,l8,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw3,l10,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw3,l12,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw5,b2,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw5,b4,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw5,b6,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw5,b8,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw5,b10,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw5,b12,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw5,d2,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw5,d4,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw5,d6,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw5,d8,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw5,d10,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw5,d12,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw5,f2,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw5,f4,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw5,f6,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw5,f8,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw5,f10,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw5,f12,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw5,h2,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw5,h4,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw5,h6,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw5,h8,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw5,h10,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw5,h12,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw5,j2,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw5,j4,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw5,j6,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw5,j8,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw5,j10,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw5,j12,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw5,l2,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw5,l4,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw5,l6,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw5,l8,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw5,l10,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw5,l12,100,0,0,100,bhill,NA
barr,2010,30-May-10,brw6,b4,100,0,0,100,all,NA
barr,2010,30-May-10,brw6,b6,100,0,0,100,all,NA
barr,2010,30-May-10,brw6,b8,100,0,0,100,all,NA
